Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
9,11 out of 23 found this helpful,"Gripping , surprising , must watch.",akashgarg-48328,16 May 2020,"Kudos to especially the story and then Jaideep Ahlawat for his work , dialogue delivery in haryanvi accent...his acting was superb throughout the series. Abhishek Banerjee work was also amazing though in whole series he got less dialogue but the expressions and body language was top notch.His son's character was also a good one.Then Neeraj Kabi was good, thought the climax was a bit let down as expected more. Series will throughout hold you till the end and never creates a loose end which shows how the good direction is. So must watch and it's amazing.Must remember - That good deeds are always common in every lok."
10,11 out of 23 found this helpful,"Meticulously directed, exquisite screenplay, bravo",csadvrishabhrsharma,16 May 2020,"One of the best and to the point show I have witnessed since a long time , without a doubt it's at par with the best shows of all time. Very intriguing which gives a perfect picture of the present day society. ❤👏👏"
9,11 out of 23 found this helpful,Sensational web series,sudesharya,16 May 2020,Amazing performances and acting of all the artists.
8,11 out of 23 found this helpful,"Not an epic but a good one time watch,a journey into darkness",pranay_misra,16 May 2020,"Pilot of the show was good but after that, show started going downhill until it revived from 6th episode and there on, it was a rollercoaster ride. Kudos to Jaideep ahlawat for brilliant acting. Also special mention for the muslim inspector who won the hearts with his brilliant acting.Plot is bit tricky but sums up well in the end, provides a satisfactory ending.Shooting and setting is good.Though i expected more from abhishek bannerjee, but his role was small though satisfactory. Also i liked his partner in crime, tope singh.Overall, good option to spend your weekend with, and definitely a better ending then The family man."
8,11 out of 23 found this helpful,Great acting effort by cast. Story feels bit slow.,abhipise,16 May 2020,"Story depicts lots of angles of indian society, and leaves audience with a simple message that showing humanity doesn't cost you, and will indeed be a benefit. All the actors have worked really hard in portraying the characters. Especially the lead Jaideep Ahlawat playing cop hathi ram choudhary. Story feels a bit slow and could've been faster. But it's a great experience overall to watch this series."
9,11 out of 23 found this helpful,One mark cut because of propganda,magadalwarmayur,16 May 2020,"It is very engaging serise and yes it is very violent at times.
I had to turn away from phone couple of times"
8,11 out of 23 found this helpful,Good Show !,proabhinav,15 May 2020,"It is absolutely correct to say that this is an answer to Netflix' Sacred Games.I think the only difference, if we end up seeing after months b/w this show and SG would be because big names in Netflix may end up making us biased towards that show.Patal Lok with no big names but with a good story till the end will keep you hooked up. I must say imho that the credit should go to direction and that makes the a complex story easy to follow , still intriguing and one to follow till you close.I binged watched - 9 hrs !"
10,11 out of 23 found this helpful,Must watch,rutiknpawar,15 May 2020,Great writing. Acting is awesome. A little bit slow but I guarantee you will not loose interest even a bit.
10,14 out of 31 found this helpful,"Well written, Wonderfully directed and Amazing Performances.",sidlifeline,16 May 2020,This one proves that the series which leave hundreds of questions in viewers' minds throughout as well as at end are not the only ones that are good. A must watch crime thriller series.
9,14 out of 31 found this helpful,Compelling storyline and equally good direction!!,amandcet,16 May 2020,"Story is the king!!
All the characters have been brought to life by respective individuals. It is a must watch for dark cinema lovers."
9,14 out of 31 found this helpful,Watch for an excellent storyline and some amazing performances,vickymalhotraindia,16 May 2020,Jaideep Ahlawat hit this one out of the park. One of his best work
8,14 out of 31 found this helpful,Highly Recommended: Prime getting it right with the Indian content,alphadude007,16 May 2020,"There was Netflix's sacred games, which can be summed up in one word - EPIC. But, it seems like Netflix has lost the plot, at least with Indian content since. This is where Amazon prime came in with Family Man, Mirzapur, Breathe, and now Paatal Lok. No hyped up commercial actors, just a great story and actors who put their heart and soul into the series. The series was very well set-up, paced, acted, and wrapped up. No irrationalities or jarring logical issues or character inconsistencies during the first viewing. Essential watching. Very very good!"
10,14 out of 31 found this helpful,A show to watch definitely,imtiazu,16 May 2020,"This is writing at its best. From the first scene itself you can see the palpable sense of tension.
The powerful acting and the production design. The realistic set design and costume design adds Midas touch to the show.
Music is there just to insinuate the emotions sowed by the writers deep down into the characters.
This show is character play at its best.
Never ever expected such a well written show to come from India.Nothing feels more great than an well written character...It is almost orgasmic to see a flawed, realistic and raw representation of a carefully crafted character...Hathiram Choudhary is probably The One...P.S. - And hard hitting for a reason. It hits you hard."
9,14 out of 31 found this helpful,One of the best web series in india.,dheerajchoudhary-79095,16 May 2020,One of the best web series in india.it will keep you in suspense till the last episode.brilliant acting done by all the actors.it also shows the truth of our society about the caste system.
10,14 out of 31 found this helpful,Terrific and hence binge worthy web series..,sfilmi,16 May 2020,"This series is nothing but a cinematic brilliance of hard-hitting issues with near perfect acting of whole starcast..One of the best web show after Sacred Games, Mirzapur and Asur.. Totally binge worthy."
9,14 out of 31 found this helpful,A top class Afrighting Political Crime Thriller.,pritambag,16 May 2020,"Absolutely speechless after seeing such a horrifying political Crime Thriller. The series which starts with the segregation of Heaven, Earth and Hell in the world itself between different classes of people. But with time everything mixes up. The series highlights how each and every official has the tendency to take their piece of pie in between conflicts. The series sheds light on the naked society and how the society sets up the crime, the criminal only commits it, is the main premise of the story. The performances were brilliant including Jaideep Ahlawaat, Neeraj Kabi, Swastika Mukherjee, M.R.Singh and many more but the showsteller was Abhishek Banerjee as Hathoda Tyagi. The storyline, execution was of top notch. If you wanna watch a top class political crime thriller then this is the one. Go for it."
9,14 out of 31 found this helpful,Matched the Hype 🔥🔥,riddicksilent-28175,16 May 2020,"Just watch it , really brilliant dark series .Will leave you haunted showing the real face of our Indian society ,Brilliant cast no words to explain the performance.Watch it you will never regret it."
10,14 out of 31 found this helpful,A MASTERPIECE FROM INDIA,mohdkashifkhan-11503,16 May 2020,I can safely say that this is the best series ever created in the history if indian television. You just can't miss this one
10,14 out of 31 found this helpful,It will blow your mind,rohitsovale,16 May 2020,"What a drama...jaydev is marvellous. Tum kuch jyada hi bade wale chutiye nikle...😂.
Dialogues are crisp. It made me cry at many instances.truly spectacular series.
This series also tries to showcase the actual insides of our current Indian media."
10,14 out of 31 found this helpful,Jaideep Ahlawat take a bow,rigvedajoshi,15 May 2020,"Paatal Lok is shocking real, intensely engaging, mind bending, eye opening, hammering, thrilling and relatable all at the same time. Story superb, screenplay superb, dialogues superp, acting superb, edit superb, direction superb. It is one of the best series of 2020. Money well spent by Anushka Sharma and the Clean Slate team. This is the type of content which the world deserves to see coming from India. I hope other OTTs learn from this. Netflix are you listening!!"
10,14 out of 31 found this helpful,Gets interesting with each passing episode!,shashank-sonth,15 May 2020,"There's no shortage of talented content makers and this show proves it. A well written character based story will will keep you hooked till the end... A must watch
Ps- Anushka Sharma keep producing such good content."
10,14 out of 31 found this helpful,Performance at its best - Lockdown Binge watch success,sanchitkulshrestha,15 May 2020,"Quickly get to the point
Pros:
1) Story - a new and unexplored arc
2) Research - Immense research on characters
3) Mythological References make it more wannabe
4) Crude dialogues and conversation
5) Touched ignored dilemmas of society
6) Actors justifiedThis is it . . ."
10,14 out of 31 found this helpful,Simply Awesome....,rahultrivedi-41453,15 May 2020,"Just go for it. You wont regret it..great storyline, superb acting and you will not get bored even for a second."
10,14 out of 31 found this helpful,BEST COME REALITY HIT,shikha-62268,15 May 2020,This one is the best and worth watching show. The whole storyline remarkably touch the reality throughout the world.
1,7 out of 13 found this helpful,Too slow and boring. Hyped and Overrated,bhutadasanket,22 May 2020,"I don't really understand the hype about this show. It's totally overrated for sure. Except for a few good performances, nothing in this show really clicked. Irritating and useless swearing used throughout. I think they could've made it in 4 episodes instead. Waste of time."
10,7 out of 13 found this helpful,True Detective: India edition,suvopyne49,19 May 2020,"It's a fantastic TV show. Intriguing characters with right amount of complexity with a mystery/thriller plot. There is definitely enough references to our country's current scenario and it had already pissed the right-wingers off. But, it's a scathing critique on liberals as well."
10,7 out of 13 found this helpful,Amazon Prime got it's own Sacred Games and Sartaj Singh... :),smitap-68568,19 May 2020,"I watched the series on the very first day it got released and let me tell you that the entire series is so gripping and amazing. The storyline is impeccable and the characters have multiple layers to them. Every actor has done a tremendous job in portaying their characters and not for even a single second you will feel that the story is lagging or having loose ends. There are so many raw scenes and a bit of nudity in some of the episodes which only makes the series so realistic and gullible at the same time. The series has touched all the topics existing in today's social and political era from gang rapes, contract murder, fake news created by media, political influences on the law and order of a state, oppression of muslim minority, etc. I mean you name it and the series has it and the best thing is that even after touching so many topics and issues the series for once doesn't feel like over load of information or out of the context story telling. If you guys have not watched it yet, I would definitely recommend you to watch this series as this is a pure work of good story telling, cinematography and ambitious direction."
10,7 out of 13 found this helpful,Amazingly good,ahlawat-mohit01,16 May 2020,"It's very good series. May be one of the best ever.
People crying propaganda and giving it one star rating are RW a**holes who would find propaganda in everything. Most of them haven't even seen it. It's one the finest pieces of cinema.
See for yourself before u judge it.My verdict- 8.5 stars. Recommended."
10,7 out of 13 found this helpful,A mesage and inspiring thriller which should be watched,avdhesh-13786,15 May 2020,The well directed thrilled linked three loks to tell the present story of the life.it also gives the mesaage to society.I think the platform now amazon is showing is the worth watch.The acting played by all stars especially casting is well designed with huge packed thriller.Its worth watch do watch it
10,9 out of 18 found this helpful,If you find this offensive then I'm sorry it's just your upper caste mindset which makes you hate this show,simgameron,19 May 2020,Every single event that's been shown in this show has happened in our country...from caste discrimination to islamophobia and how political parties use these against the people...uper jaati people don't want you to watch this show and so they're giving a rating of 1/10 which shows their panic ....from cinematography to screenplay and acting this show is a 10/10.
10,9 out of 18 found this helpful,Only Made Account to review this,heredeepis,19 May 2020,This series is amazing .. All the actors done tremendous Job .. must watch
10,9 out of 18 found this helpful,This series is a masterpiece,charumanhas-20804,18 May 2020,"This series is a masterpiece. The Jaideep Ahlawat is really good. Anyway, i really enjoyed watching this, you should try too."
10,9 out of 18 found this helpful,Brilliant show,anjalidogra-44251,18 May 2020,Brilliant show - brilliant story - brilliant acting - i would say one of the very few shows that hooks you up like nothing.
10,9 out of 18 found this helpful,Dashing Crime drama,kedarlime,18 May 2020,"Shock and awe (emphasis on desolateness,barbarousness and primal nature of human beings)"
10,9 out of 18 found this helpful,mind blowing,akavya-69026,18 May 2020,"Captivating yet mind blowing! speechless honestly, truly brilliant! Actors, stroyline, directing everything! My go to series to recommend."
10,9 out of 18 found this helpful,Tight slap on those who says Indian content is not good.,saurabhjayswal,17 May 2020,"Wonderful, better than many web series on netflix or other platforms. Every character is well thought of, and every actor has performed that charatcer in the best possible way. Not a single scene which is not moving the story or of any low standard. Amazing. Proud that it's an Indian series. Hats off to writers, director, actors and every single person involved in making of this series."
9,9 out of 18 found this helpful,India's mirror.,Aadii-13579,16 May 2020,One of the truest reflection of India. The open dirty secret of India shown unapologetically.
10,9 out of 18 found this helpful,Real and daunting.,saklansmith,15 May 2020,"Very engaging, at first i was gonna let this pass but because of Neeraj kabi i went ahead and i don't regret it
P.S- ignore reviews of bhakta they salty."
10,15 out of 34 found this helpful,Don't let the 'Propoganda reviews' tell you otherwise,adarshshrivastava-53021,17 May 2020,"This is a well written, acted and directed series. Yes, there is a lot emphasis on atrocities of the minorities (LGBT, Muslims, Dalits), but is that wrong or incorrect? Not necessarily. Keeping this aside (if you don't prefer to indulge in discussing the reality of the world), the series still clicks, the screenplay is gripping and the story builds till the last moment. However, I think the climax could've been a little different, but thats maybe because they wanted to put one more season in the picture. Overall a must watch (not with Family) specially when we all have so much time to kill at our homes"
10,15 out of 34 found this helpful,Unconventional and Unexpectedly Good!!,piyush-359-641521,16 May 2020,"Great Writing. Great Acting and Great Filmmaking.
This was done quite well around. A full 10/10."
1,10 out of 21 found this helpful,Worst,deepkamalrsawant,20 May 2020,Worst in all aspects. No need to watch if you are reading this review.
7,10 out of 21 found this helpful,"Good combo of violence, casteism, nudity, suspense and drama with some political angle.",prafullasrivastav,16 May 2020,"Direction: Avinash Arun and Prosit Roy has done brilliant job behind the camera as they have created parallel world to Gangs of Wasseypur. But it has Left - Right and Hindu- Muslim clashes which are too much to irritate the audience.Performance: Jaideep Ahlawat and Abhishek Banerjee steal the show with their career's the best performances. Neeraj Kabi is also in good in touch. There is great show in terms of supporting performances by Ishwak Singh, Niharika Lyra Dutt, Rajesh Sharma, Swastika Mukherjee, Jagjeet Sandhu, Akash Khurana, Anup Jalota and Savitri(Dog).Script: After Asur, trailer of Paatal Lok gave hint for another mythological based crime drama series. However it is totally disappointed with the genre except web-series title Paatal Lok. It started with some crime and then drill down to history of crime and ended with pre-mature conclusion. In final episode, audience need more crispy and nail-biting thriller. One good thing about script is they have utilized each and every character in this series even dog.Last words: Definitely there are many points which can be improved to make it worth binge watch web-series."
1,14 out of 32 found this helpful,Bigot !! Leftist propoganda exposed !! They deliberately show such content to demean Hindus!!,mayankrobbie,18 May 2020,"This web series by A. Kashyap, again portraying Hindus and its
beliefs in poor light. He deliberately paints entire hindu community in poor light."
10,6 out of 11 found this helpful,Restrained or extravagant... I have decided.,soaibmemon,25 May 2020,"Something interesting after gaitonde. Jaideep Ahlawat got full marks for remarkable acting. I wish i could have spent more time with paatal lok. But only 9 episodes.
There is nothing like wrong news spreading attempts of any religion.
Current situation of our country has been narrated.
Neeraj kabi is too good. Love you parulikar. But the man of the match is a cop, Jaideep.
Gul panaag has a small role . I have referred some negative review but why they needed to complete all episodes if hated it.
Prime (Amazon) has a big hit this time.
& I won't tired in applauding Jaideep. Really..... 10/10....."
10,6 out of 11 found this helpful,Wow! Mindblowing,skmrajan,19 May 2020,"I watched this and just couldn't stop pausing between episodes. What aFantastic script writing, screenplay and well-etched characters. Awesome direction and great performances by all the actors. Jaideep Ahlwat deserves special mention. Neeraj Nabi is flawless too. I cannot believe Indian directors and script writers can pull something off like this with precision. Two days after watching this, I still cannot get over this. Just too good in my opinion."
10,6 out of 11 found this helpful,The best TV series on streaming platform,rhtkoul,19 May 2020,"Paatalok is mix of everything that a cinema freak can ask for. Great performance by Jaideep, truly deserves more opportunities in future. It's a must watch for sure. Ratings are being pulled down by bhakts who relate everything with religion..1min silence for those . :-p"
10,6 out of 11 found this helpful,"Whole team with their Superb acting ,specially Jaideep sir",cytfag,19 May 2020,"Keeps you hooked on till the last , Jaideep sir's acting is something very natural and I just can't have enough of him. Great concept and kudus to full team ,cheers !"
10,6 out of 11 found this helpful,One of the best!,upanshusrivastava-59275,19 May 2020,"Indian web series are getting better day by day. This is such a outburst of politics and crime. Just wonderful writing, exposing the true social and political structure of this country. Very brave and responsible web series."
10,6 out of 11 found this helpful,A must watch,punyapoori,19 May 2020,A must watch. Casts & storyline are really impressive. Loved it!.. and can't wait for second season 💯
10,6 out of 11 found this helpful,Totally recommend watching this.,puniit-21965,19 May 2020,"Lots of interesting characters, plot-twists will be welcoming you. I've watched only like 3 episodes and I am already hooked to it. Totally recommend watching this."
10,6 out of 11 found this helpful,loved this series,pp-75363,19 May 2020,"I loved this series The casting is top notch,action is great,camera work is excellent.every episode is just awesome..i m sure u will love it definitely"
10,6 out of 11 found this helpful,Mind blowing,djsinghtatla,19 May 2020,This is the best series of india. I can't explain the happiness of watching this series
10,6 out of 11 found this helpful,One of the better shows recently,gogeta-37526,19 May 2020,Many scenes were disturbing but it made all the more impactful in realism. It makes me sad to say that we need shows that show reality.Script and dialogue were top notch.Acting by the main character was silly good.
10,6 out of 11 found this helpful,The show is good,ratansharma-24967,18 May 2020,Shame on bjp it cell they are down rating the show.. this show is gold.. bjp it cell is shameless they don't rate their own show.. they have petty employees working for them who do these jobs for them.. bjp it cell is pathetic .. shame on them.. this show is pure gold.. best show ever
10,6 out of 11 found this helpful,Excellent,shuvamit,18 May 2020,"The best series till date and a must watch, after asur this series blown my mind"
10,6 out of 11 found this helpful,Best show,lishikaahuja,18 May 2020,I really like the story of paatal Lok . You should also look
10,6 out of 11 found this helpful,A gripping story,lrauf-90975,18 May 2020,Blown away by the performance and direction..a story is simple but very gripping
10,6 out of 11 found this helpful,Dashing series,sonaguriya,18 May 2020,"Story is all about Inspector Hathi Ram Chaudhary(who wants to do big Crime Case of his career, refers his working zone as Paatal Lok to his Junior Imran Ansari). On the other hand, 4 suspects get busted by police on Most Famous Signature Bridge of Delhi in a fail assassination attempt of a well known TV journalist Sanjeev Mehra(Neeraj Kabi)."
10,6 out of 11 found this helpful,Great Show 2020,manojwagh-58732,18 May 2020,The guy playing his assistant Ansari is another gem of the show. Don't miss to watch
10,6 out of 11 found this helpful,Awesome 👍,sjha-21016,18 May 2020,"This is what content mean ..story , acting, action drama everything is good"
10,6 out of 11 found this helpful,superb,nikitabhatacharya-62667,18 May 2020,The series is awesome and story is really mysterious .I love this movie.My interest was increasing when series is goes on.Acting is superb of all the actors.The ending has surprised me so much.
10,6 out of 11 found this helpful,Brilliant.. must watch for crime and human story,pawangadia,18 May 2020,"What a series, dosent seems like an Indian production... Speechless..."
10,6 out of 11 found this helpful,Awesome,kritikasethi,18 May 2020,"Awesome, just love the series, so thrilling and interesting, plot is so good it will make you love the show"
10,6 out of 11 found this helpful,Simply WOW,ishitab,18 May 2020,"Simply WOW ! Kudos to the mind of the makers, storyline, cast.Hands down one of the best shows i've ever seen."
10,6 out of 11 found this helpful,Love this series..,harshaparikh,18 May 2020,"Acting +story line is superb ..Love this series.. very good making, great actors, and a fascinating story!"
10,6 out of 11 found this helpful,love the performance,gg-08145,18 May 2020,"""Without any second though Paatal Lok is a Masterpiece.I love the performances of the full cast everyone is so natural
and perfect with each take."""
10,6 out of 11 found this helpful,MASTERPIECE!,pc-64795,18 May 2020,"In short, IT'S A MASTERPIECE!! 😍 Every single episode is full of suspense, you don't feel like there are any filler episodes."
10,6 out of 11 found this helpful,.Love all the characters,dakshkhurana-81190,18 May 2020,"Totally unexpected, exciting, thrilling and yet full of action, smart but grounded and realistic series.Love all the characters specially Abhishek Banerjee"
10,6 out of 11 found this helpful,I recommend this series,chavimaulik,18 May 2020,I recommend this series for every single one it's one of the greatest things that i ever watched how the characters were chosen and the story is great
10,6 out of 11 found this helpful,superb,singhbal-54701,18 May 2020,Webseries of this kind is worth watching.i suggest everyone and my friends too to watch this kind of web series best time kill watch.
10,6 out of 11 found this helpful,Fantastic,anjalidogra-88593,18 May 2020,Fantastic story and character development. Simply the best TV show ever made.
10,6 out of 11 found this helpful,"!Best series ever,",ajsingh-36865,18 May 2020,"Am amazed!!! What a series!!Best series ever, recommended to everyone, you won't regret it!"
10,6 out of 11 found this helpful,one of the best shows,anupamag-06656,18 May 2020,This is simply one of the best shows I have ever watched in this genre. Must see!
10,6 out of 11 found this helpful,WOW,nikitabhatacharya-62667,18 May 2020,WOW! JUST WOW!!!This is truly a binge watching series. I couldn't stop watching until the very end.
10,6 out of 11 found this helpful,Wooow.,sanju-18128,18 May 2020,"Great direction ... narration .... character selection and script
Good to watch series
Four shots team ..learn from paatal lock how to Fullfill viewers"
10,6 out of 11 found this helpful,superb,dakshkhurana-35128,18 May 2020,"The chemistry between the actors was unbelievable, and the relationships between the characters were heart-breaking."
10,6 out of 11 found this helpful,Fantastic,asifinamadar,18 May 2020,Multiple character attributes to one specific character (aggrandizing stereotypes be it the drunken wife beating bad cop with a broken home or the silent and self righteous vishal tyagi)
10,6 out of 11 found this helpful,Highly recommend it,abhilasha-35424,18 May 2020,This series keeps you on the edge of your seat at all times. Great amount of action and meaningful messages along the way! Highly recommend it
10,6 out of 11 found this helpful,A roller coaster ride,ajaycool-49203,18 May 2020,"A roller coaster ride,Every episode will make you want to see more. Amazing mind blowing masterpiece."
10,6 out of 11 found this helpful,recommend you to watch it,jsonal-22179,18 May 2020,This is one of the greatest Tv series that I have seen in the last a few years. I persistently recommend you to watch it
10,6 out of 11 found this helpful,Excellent plot .,raemasen,18 May 2020,"Story is tightly webbed and the way many preconceptions about religions, and social treatment coz of casteism in India is shown extremely well. A Gritty big plot is divided and well connected to three worlds delicately."
10,6 out of 11 found this helpful,Mindblowing,nsverma,18 May 2020,"This show is amazing, truly a piece of art.Do yourself a favor and watch this series. Mindblowing, speechless, amazing."
10,6 out of 11 found this helpful,Thriller crime,kumarrinku-00479,18 May 2020,"It is a must watch web series, with great performances special by Jaideep Ahlawat (Hathi Ram Chaudhary), Ishwak Singh (Imran Ansari ), Neeraj Kabi (Sanjeev Mehra) and Abhishek Banerjee (Hathoda Tyagi)."
10,6 out of 11 found this helpful,The great,mumalvishnoi,18 May 2020,This is very best TV show. I think all are parson watching this show. And enjoying your weekend. I like to this show and very excited to watching this show.
10,6 out of 11 found this helpful,Super hit,rahultiwari-33450,18 May 2020,"Now, story starts unfolding it's layers and you get to know background of all 4 suspects and how Hathi Ram's investigation unlatches a dark secret."
10,6 out of 11 found this helpful,Amazing drama,yezindagichalrahihai,18 May 2020,"Refers Ram Chaudhary working zone as Paatal Lok to his Junior Imran Ansari. On the other hand, 4 suspects get busted by police in a fail assassination attempt of a well known TV journalist Sanjeev Mehra."
10,6 out of 11 found this helpful,Loved,nitintripathi-89229,18 May 2020,Really fantastic series. Best suspens thriller. I really loved this. I am sure you will love it ❤🔥🔥
10,6 out of 11 found this helpful,Must watch,yaadteriatihain,18 May 2020,"Story begins with a honest cop Hathi Ram Chaudhary, who is misspending his career on small and ordinary cases,"
10,6 out of 11 found this helpful,Superb !!!!,dasj-61400,18 May 2020,"The series is superb ! Totally Impressed with Paatal Lok, A Dark Crime Geo Political thriller drama with typical real Indian Elements."
10,6 out of 11 found this helpful,SUPERHIT,tonyyk-40594,18 May 2020,"Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER
Mind Blowing Movie Jhakss Superhit BLOCKBUSTER"
10,6 out of 11 found this helpful,Crime Drama,kismatkalikha,18 May 2020,"Crime Thriller Suspense Brutally directed, powered by awesome performance and it is a tribute to Crime Thriller Drama."
10,6 out of 11 found this helpful,Loved it,kumargauravmtech,18 May 2020,Really fantastic series. Best suspens thriller. I really enjoyed it. Best one 🔥❤❤
10,6 out of 11 found this helpful,A ride you can't miss,bondjbondmehra,18 May 2020,Loved the way it ended. What a show. Definitely unmissable. Jaideep Ahlawat is such a star.
10,6 out of 11 found this helpful,Best,kumargauravmtech,18 May 2020,I really loved this series. Such a best suspens and story.❤
10,6 out of 11 found this helpful,Brilliant,vaastejaanbhi,18 May 2020,"This Is Very exciting .Must watch
Don't.miss it ..I like this"
10,6 out of 11 found this helpful,Nice show,singhvikassi,18 May 2020,This is the series of all times and I love it will recommend it to others as well
10,6 out of 11 found this helpful,A must and amazingly described series,amashishmahour,18 May 2020,"Binge watched all the episodes of Patal lok.. A must watched series with all the best actor present.. Story of every character is just amazingly shown.. Also, covered all the issues present in the country.."
10,6 out of 11 found this helpful,Best web-series,salmans-16635,18 May 2020,"Best web series i ever see in the OTT . Best acting by all the actors.
Really amazing."
10,6 out of 11 found this helpful,Its Political-Crime Drama Series,princennn-32240,18 May 2020,"If you are fan of crime or indi-political then this is the one. story involves with terrorism, Hindu-Muslim,Brahman-Dalits. this is much better than what we have seen with sacred games or family man."
10,6 out of 11 found this helpful,A ride worth your time!!,akashm-35543,18 May 2020,"Gotta admit this is by far the best series to come out of OTT platform in India . Totally satisfying show with a lot of adrenaline rush points. Jaideep Ahlawat, I'm a fan now !!
Guys give it a shot . Best it was"
10,6 out of 11 found this helpful,"Powerful performances..Real..Hard Hitting...Sad, but True Depiction..Must Watch.",salimkha,18 May 2020,"I Normally dont write reviews, but after binge watching this entire series in one night, felt the awesomeness of the series had to be applauded.To start with it was very real - Characters, Locations, Accent, clothing etc were on dot. This added a strong closeness with reality.Unlike some movies or series there is no happy ending, or revenge or promotions or medals. It is what it is. Not to make a viewer happy, but keep him excited, eager and make the story as close to a practical life.Now about the cast - as the lead Jaideep Alahwat has delivered a act of his lifetime. every scene is perfect, powerful and as real as it gets. The entire cast is nicely cast. Kudos to the team for a brilliant acting performance.Finally, when it comes down to it, Pataal Lok cuts through its own clutter and shows things as it is.. each character a creature of his circumstance, and gets us to ask: is anyone purely evil? Let's ask the Dog.."
10,6 out of 11 found this helpful,The true portrayal of India's dirty underbelly,Locospocus,18 May 2020,It shows the current and future reality of India. The issues that are bogging down India are also visible in few episodes.The creators really had a story to tell. The show was realism at its finest unlike Sacred Games which didn't really have a clear or crisp story except they just wanted to make a edgy show because there are not much restrictions on Netflix.
10,6 out of 11 found this helpful,Gripping and effortless,sunilkkchoudhary,18 May 2020,"Just binge watched and completely satisfied with the story , direction and effortless acting of every cast. I can say this is the best show on Amazon Prime this year."
10,6 out of 11 found this helpful,The best series to have come out of india.,ricky_singh7878,17 May 2020,"This show is as real as it can get. It shows the true face of our society and how the evil still lurk under this great facade be it the casteism or the racism.
I dont know why the right wing is getting triggered by this show as nothing about this show is anti hindu.
Although these bad reviews are reflecting the true face of this venomous people who can only see a thing pro hindu or anti hindu.
Coming to acting shows main protagonist jaydeep ahlawat has finally got a role worthy of his calibre for which i thank the casting team And the producers.
Neeraj kabi is the actor whose projects i look after too..he is a tremendous actor and does all kind of roles at equal perfection.
Actor who played inspector imran was so natural
Othe actors were great too at their roles standouts were cheeni, tope singh, dolly.. even kabeer m with his small role..
Story was beautifully written.
So don't mind the haters as their hate does not come off because its a bad show albeit beacuse of there own political affliction .go ahead and treat yourself this week with this great show.
Also a big thanks to anushka sharma who produced this show.you showed again that you are the future of this entertainment industry..looking forward to your new project."
10,6 out of 11 found this helpful,Fantastic series,gaurmukul,17 May 2020,This web series is very realistic and very close to today's scenario of our country
10,6 out of 11 found this helpful,Paatal Lok - Will bind you till ending,iamvivek,17 May 2020,"All actors played their role to the fullest and will bind you till ending. This Cop Thriller is must watch specially role played by Cop - Hathi Ram Chaudhary by Jaideep Ahlawat (previous movies done - Raazi,Commando & Gangs of Wasseypur)."
10,6 out of 11 found this helpful,Best series,serketkhan,17 May 2020,One of the best series I have watched so far!!! Absolutely Loved It!!!
10,6 out of 11 found this helpful,A must watch series!!,sharonmahapure,17 May 2020,Absolutely fantastic & a must watch series. The characters are very realistic with all their flaws n rawness. The story is unique. Overall you should definitely give this a try!
10,6 out of 11 found this helpful,A must watch,nikhilmadal,17 May 2020,"Absolutely fantastic in all departments;
Writing, direction, performances, background scores, editing, production values."
10,6 out of 11 found this helpful,It is very well written and well-directed series..,r-97748,17 May 2020,"As people are saying this is left liberals propoganda,malign one community,Bigotry against upper caste bla bla bla...My suggestion to these people when you travel across India. Particularly across villages in India you will find same cases that happened in the past and it is still happening.The politicians are in favour of corruption and nepotism.You may see the recent verdict of the supreme court and you may find something is wrong in the verdict.The director has covered the story of the politicians, Rich businessmen, Middle class people, Criminals.This is what happening in the real India.As bureaucrat said in the last if one doesn't fit in the system then they(powerful politicians) will just replace him with someone. But they make sure that the job gets done. So this will remain forever and won't change. Nobody gonna change this.So please accept the truth."
10,6 out of 11 found this helpful,One word - AWESOME,drankitsingh,17 May 2020,"Worth watching. Fantastic story and acting, not for beginners"
10,6 out of 11 found this helpful,Awesome series,gopalananitha,17 May 2020,"Truly gripping, raw thriller! Great story, amazing acting and direction. The story revolves around how an honest Delhi cop was pulled into an investigation surrounding the conspiracy to murder a journalist. As the officers Hathi Ram and Imran tries to connect the dots and unravel the mystery, they realize all is not what it seems to be!"
10,6 out of 11 found this helpful,Amazing,david-dhavan120,17 May 2020,Excellent all round performance. Hats off to the team. Top Indian series for 2020 so far
10,6 out of 11 found this helpful,One word.. Finest till date..,hiren-69387,17 May 2020,"These webseries is one of the best that came out of india..Its gripping and everything else is top notch too - acting, screenplay, writing, casting and the best part is story telling.. Yes it has some nudity, some f and c words, some horrid scenes.. however compared to other webseries the content of Paatal Lok outweighs all negative things about this show.Do yourself a favor.. Go watch it. This will never disappoint you even once."
10,6 out of 11 found this helpful,A Modern-Day Classic !,ashwin-tirthakar,17 May 2020,"Gripping, layered, hauting and absolutely powerful socio-political thriller which plunges into underbelly of society and darkness of human heart unflinchingly... truly modern-day classic!"
